49.2119609986,50.9059027953,52.4140762744,49.3094359728,51.1192406111,52.2087715599,-74.3833532663,44.6847613275,6.4343061915e-12
49.3098481462,50.9033878221,52.1988690671,49.3104884846,51.1198030122,52.2089576146,-70.6955585831,43.105877876,4.10596039066e-12
49.4454709967,51.3391717715,52.236643573,49.3095485474,51.1189513008,52.2107647207,-69.9300094926,42.4569943254,1.2158799594e-11
49.1048069217,51.321518067,52.2327769568,49.3087535663,51.1198186796,52.2087060213,-73.6623427118,44.3521575091,2.50071940194e-12
49.1456533577,51.0718850566,52.1087037071,49.3092550969,51.1180661299,52.2094039264,-71.5828880579,43.5719820407,4.50349055486e-12
49.5294898182,51.2009256074,52.2151334003,49.3101260981,51.1194794094,52.2079974535,-68.8306985098,41.8701974386,4.3571163819e-12
49.367721282,50.9786603798,52.2291409602,49.3086900988,51.1188152444,52.2091115582,-70.4327390504,42.9042689311,3.28405995956e-12
49.3807969356,51.3322100191,52.2512527691,49.3097658451,51.1193975597,52.210228358,-70.755009656,42.9118949538,7.5613010333e-13
49.5158016227,51.2356787664,52.1441719697,49.3082314531,51.1209156704,52.2099014344,-68.2564440358,41.5489810577,2.09564525295e-12
49.5131268257,50.8990787288,52.1141954408,49.3105926363,51.1203650654,52.2108438628,-67.7882100751,41.4204739849,4.09430698808e-12
49.3313941502,50.9928064566,52.0667895762,49.3086035802,51.1203197873,52.2102937089,-69.1122211862,42.2673393159,6.85350006675e-12
49.092259471,51.2456753619,52.1651873169,49.3093201535,51.118597711,52.2103995328,-72.9471433005,44.1152371992,2.50612127867e-12
49.3160292198,51.2034907602,52.1756904418,49.3103283611,51.1208158728,52.2106241582,-70.5487266161,42.9171468364,1.13412922837e-11
49.2837580315,51.2005614282,52.4155895165,49.3094977132,51.1200618456,52.2109451318,-73.6499742172,44.2559272169,9.75140378522e-12
49.4991019192,51.3364301125,52.1039155463,49.3099363139,51.1177483359,52.2092884558,-68.1283720876,41.4504212291,2.30470569033e-12
49.3985667821,51.0011245391,52.0495685848,49.3078767374,51.1184369689,52.2078456286,-68.317467009,41.7755014046,3.06225880546e-12
49.4251627654,51.2488024828,52.3095592864,49.3100220152,51.1178522103,52.2098017629,-70.8671426947,42.9600420848,1.05659076608e-12
49.4183682768,50.9948609107,52.1664041861,49.3081494335,51.1199368565,52.2101737907,-69.2524857035,42.2670077531,2.54779373412e-12
49.3545923101,51.0541730364,52.0011452833,49.3099309225,51.1196108479,52.2082456425,-68.3189831992,41.7950337104,4.84284474692e-12
49.5069295411,51.2981157116,52.3435410874,49.3105198678,51.1182099593,52.2109496805,-70.3939178312,42.651161361,7.58308117469e-13
49.2272528348,51.0227392998,52.1993078223,49.3100961945,51.1186519195,52.208087585,-71.6876914203,43.5723942027,3.52823069998e-12
49.2411774688,51.0212090363,52.1064414257,49.308508994,51.1209110897,52.2093848507,-70.4763826134,43.0118201076,1.08204705695e-11
49.2733017711,51.1241245309,52.4134986786,49.3081445415,51.1191547396,52.2094249947,-73.711520221,44.3138081934,2.97715775875e-12
49.4254398212,50.9155094793,52.3201498959,49.3091023781,51.1198371528,52.2107826468,-70.746485384,43.0308457777,1.51026775728e-12
49.3267061036,51.1579086952,52.2443046084,49.3096820394,51.1178296326,52.2079289374,-71.1744521439,43.2142779967,6.21410564165e-13
49.5214856627,51.1661828402,52.267553469,49.3078717416,51.1188436011,52.2095216975,-69.3655533908,42.172292146,5.33601427702e-12
49.1108663292,51.1434916781,52.300050616,49.308163826,51.1189171558,52.2089738874,-74.3215710944,44.6520189198,5.69675006108e-12
49.3439528982,50.9331893718,52.0737072497,49.3081334288,51.1177279816,52.2086073304,-69.0325094986,42.2367363723,9.14104511767e-12
49.3407689422,50.944941855,52.3009393685,49.3089082261,51.1179935417,52.2079360984,-71.5093145842,43.4327405232,2.78745816557e-12
