-69.8085101183,42.7270176533,4.50994410375E-011,,
-71.4860410654,43.6219085419,9.08715798378E-006,,
-70.7018238054,43.0095377669,1.14145382553E-007,,
-70.7955357072,43.867898583,4.26325641456E-013,,
-70.3473017863,43.6207295911,8.56126145878E-012,,
-70.8201007551,42.4282270512,2.61402672732E-010,,
-70.3480110938,43.5941534033,3.88924036121E-007,,
-71.9929420211,43.5656871149,0.000011765,,0.8277982151
-71.8390394409,42.8049568993,1.70530256582E-012,,0.4715068014
-71.856929372,43.7306705297,1.38836429405E-008,,
-71.8165493523,42.996340613,1.71784485578E-010,,
-71.8944880405,42.9348765899,2.06952487787E-005,,
-69.4919091475,42.6980484977,1.85233459758E-009,,
-70.580156835,43.4447402719,1.4661889567E-008,,
-71.6541219985,42.4068350185,5.11590769747E-012,,
-71.1544839592,43.2995027394,0.0051190462,,
-69.405091749,42.7102208095,0.000000001,,
-71.0292700863,43.3928371913,3.24640273115E-006,,
-70.9167677139,43.2564729885,9.07918954906E-006,,
-70.3316969704,43.3498891194,0.0004277544,,
-71.6058238333,42.9252108936,1.31687828959E-009,,
-70.2563015071,42.8321944587,9.13281819945E-011,,
-70.4305389134,42.9774631809,0.0001580893,,
-71.400975882,43.3177297363,0.0055474374,,
-70.7351118259,42.9741242716,4.76557482247E-005,,
-71.5833204941,43.150600863,4.26325641456E-012,,
-71.8667222792,43.3281590308,6.82401800992E-005,,
-70.964900391,42.791908144,1.09577646035E-011,,
-70.0412460223,42.8189451393,2.06891538915E-006,,
-69.5466091404,43.0443394109,2.02664743584E-008,,
-70.2783865564,43.3465622701,2.10854432852E-012,,
-71.0767932844,43.6129424661,4.33940222122E-006,,
-71.3224327702,43.1745438147,0.0106590214,,
-71.1356886488,43.7243553517,9.85087497675E-006,,
-70.2129204925,42.3167249429,4.49496968471E-012,,
-71.6965547154,42.6229610253,1.9753716547E-010,,
-70.5932771871,42.47226303,3.77351553962E-012,,
-71.1401327594,42.2387777463,1.33255820721E-012,,
-70.1702297479,43.4751211234,1.4375173695E-007,,
-70.0770337841,42.6448232232,3.74443777868E-008,,
-72.3061892265,43.1116389003,0.0007665874,,
-71.7043094948,42.9063705563,1.81117929699E-010,,
-71.5643835403,43.0658379956,0.001313299,,
-71.3933749466,43.6805219719,0.0001360981,,
-69.6056909032,42.6638276751,1.05347010266E-011,,
-70.5436521706,42.6735333299,4.58603836194E-011,,
-70.2918123989,42.8078200433,2.43309274844E-005,,
-70.6386170546,43.6203777078,0.000000001,,
-70.6561353356,43.231312685,5.05249665694E-007,,
-69.7869481839,42.8696175419,8.11241347403E-009,,
-72.033309864,42.9561711129,6.24034317941E-013,,
-70.8692471865,43.1688137125,1.05316044661E-010,,
-72.0092776744,44.1391628985,0.0001348215,,
-70.1209740934,42.3342179227,1.0242879377E-008,,
-71.762311778,43.7534661193,0.0002819463,,
-71.6338428108,43.1660915242,6.26105437435E-009,,
-71.655446281,43.4465889903,0.0009263114,,
-71.6015509132,43.143974885,5.54088033795E-005,,
-70.978173894,42.7282484104,3.21269948369E-010,,
-72.1987384119,42.9215335682,5.72715289575E-011,,
-72.0326774203,42.7487590929,2.53701517721E-012,,
-70.4539114063,43.1686548659,1.45393384658E-007,,
-71.6260738603,42.9528472877,0.0001183269,,
-70.0671034882,43.3961428932,8.05900656976E-005,,
-70.0041690308,42.6810496558,5.34320353776E-010,,
-69.9350623993,43.8750226351,8.42839846329E-012,,
-70.1419022489,42.6611926612,1.73467663738E-005,,
-72.6819565262,43.7091210848,0.1347709484,,
-70.1968682775,42.3203562865,7.61060141689E-013,,
-70.4312231358,42.9550816011,1.05826425717E-005,,
-70.893667934,43.7551232103,4.62866917169E-011,,
-70.515799768,43.0855015643,0.0008520477,,
-70.6248344036,42.3749247895,9.2377255565E-010,,
-69.900093479,42.6143872189,5.17553422909E-009,,
-70.344378477,42.7514788517,1.07966437151E-006,,
-71.5292979034,43.526886527,1.59961204309E-009,,
-71.7530122555,43.793587685,7.2736227003E-012,,
-71.8287106143,43.4612735349,0.0009387087,,
-69.9135299057,43.4895289474,7.78604998847E-010,,
-71.7192822195,43.789918058,0.0009292587,,
-71.3125556457,43.2593717786,5.77499037812E-009,,
-72.1106446626,43.1687258951,0.000016559,,
-71.7693883044,43.9471297916,2.75652444861E-007,,
-71.1493579692,43.4621485073,1.25498032459E-007,,
-70.1886956342,43.0348847539,4.20388571102E-009,,
-70.5722364068,43.2870085855,0.00000011,,
-70.6198981315,43.6761500289,1.11750808885E-005,,
-71.492190517,43.8636661946,2.2185041901E-012,,
-71.9850477781,44.1515430786,1.62617245751E-005,,
-70.1682571953,43.3887688874,0.000007131,,
-70.37968431,43.1202110856,2.48437202793E-005,,
-69.9721922562,43.1930563047,4.68958205602E-012,,
-70.3206747055,43.0747988192,1.45206165124E-007,,
-72.2771105943,43.5038535895,0.0078519083,,
-72.3540838074,43.7447080915,0.0007479563,,
-71.6138479067,43.3008485059,0.0044608804,,
-70.6859598371,42.19687895,3.81397731987E-012,,
-70.3617183575,43.3522679578,2.32174370164E-010,,
-70.3373470943,42.6825333261,1.60076113379E-007,,
-70.0517634533,43.0035042882,0.000002968,,
-70.9757815113,42.9721903117,7.55625324672E-013,,
-71.2504237851,43.5881820918,8.24241835495E-009,,
-72.0004470548,42.9165191642,8.52651282912E-013,,
-69.8061227714,43.5092727136,1.77916788535E-012,,
-72.2586833932,43.9149511535,0.0009481523,,
-69.9952069466,43.4983350516,2.27068510259E-007,,
-70.4442302263,43.101932168,5.30572659899E-009,,
-71.6802351441,44.0735553071,2.35028444378E-005,,
-69.7539184957,42.5541611633,2.55795384874E-012,,
-72.2742747792,43.352392581,0.024906233,,
-71.2237318698,43.815093164,5.70081100005E-007,,
-70.3143728536,42.2552098258,6.3109580456E-013,,
-70.1180237783,42.5937699687,2.04365092957E-006,,
-71.3253104247,43.7982925125,2.38224170087E-005,,
-69.2468174312,42.9257953066,8.05898975802E-008,,
-71.6769453453,43.4652989645,1.17784667361E-005,,
-70.031300503,42.4092455999,3.8882352829E-012,,
-71.739687025,43.9413844564,1.9294593701E-008,,
-71.0195941678,43.7198936985,1.06639064457E-010,,
-69.9724197161,42.9465710361,5.0389514917E-007,,
-70.3031703319,42.9345404371,0.000014475,,
-72.6659766812,44.15918679,0.0265439583,,
-72.1502644174,44.1432527529,6.24554763824E-008,,
-69.9956756249,42.6093204574,7.40585814269E-008,,
-70.9457207795,42.2277440084,7.80253462339E-012,,
-70.5085379051,42.9201779699,2.01281973558E-010,,
-71.6979161975,44.0946344135,0.000000003,,
-71.6331826593,43.5462205383,0.0064587817,,
-69.985428782,42.6128755143,6.86984264603E-012,,
