-85.6559166697,44.0303194645,1.10297077055e-09
-139.955229132,26.6514401418,3049.61803077
-57.9634803684,-32.346060856,7686.82144867
-127.959197413,46.0368595167,2582.50856985
-107.200442988,37.8720399626,4.34517882624e-12
-79.5900459138,42.9911601139,1.51093285695e-12
-54.1498201625,36.6004168057,1.99056096044e-12
-22.9686813948,-358.494044822,6483.15816257
-216.451363306,888.262355049,8703.16529828
-233.12948742,-1079.5566056,7187.71672406
-69.8239151449,42.5810041639,0.0
-251.229061425,-561.357671212,7159.59929974
-52.8107422752,31.9560917874,2.42562096936e-11
-75.5234388782,40.455637942,4.09746161205e-12
-51.1468707054,22.3028793664,3.50025838672e-11
-54.6038325819,34.2430683474,6.94375820434e-11
-2293.38021484,784.792979336,4246.52431812
-106.36574135,37.87839531,3.40832589176e-11
-107.715991443,41.0210193402,2.08161243176e-11
-57.9331751943,37.1517657766,6.21440309134e-12
-101.504390617,40.9981224612,1.20266987551e-09
645.334755242,-839.839984282,10746.0379829
-54.8572588091,31.1389553088,2.11670127254e-11
-2167.37482005,339.052150411,8189.6772029
-90.479527069,42.6551851963,2.81556569205e-12
-67.531918812,44.3877125926,7.43659366624e-13
-53.0807152297,26.0400871882,6.87295730745e-10
-83.5670317624,42.3280615806,3.47356129336e-11
-96.9289688323,44.8405373823,5.28638501073e-11
-57.6894572033,34.8233441895,1609.13503109
-48.2476765959,-9.45163833453,1350.75340261
320.578752117,-4310.93906428,1852.53807553
-118.909599361,-370.465486107,1275.73538773
-58.5433834788,38.5899176692,1.43048056697e-11
-119.258300435,16.8966469605,1.04449782157e-11
3347.83913702,-1204.25588136,6695.18472194
-114.628292067,36.3277701939,4.71932473272e-12
-48.0911133221,17.7791605651,7.56354428194e-10
-217.854021016,-1397.5621131,95355.2567891
-52.4873748284,-32.5132826497,2496.37301973
70.3478038061,580.381906552,34138.2604801
53.0658913071,-303.747290791,3999.35944622
-61.2538710689,34.5147900933,1.90004912925e-12
-65.2278742156,37.1617114809,1.7011223789e-11
-59.7584794419,38.2797808552,2.57420540349e-11
-89.1194050665,47.7904110051,3.73910663375e-11
-120.945661201,28.7095162956,3.11415938487e-11
-97.3377241709,41.9203328496,9.37004349804e-12
-86.5088634899,46.2620152106,1.98806396892e-10
-50.4740910166,-5.05606873482,970.059415101
-75.3357573876,45.6460672814,9.77257363488e-12
-92.862837171,46.7959296757,5.14094637513e-11
-82.0706380567,46.7204421039,7.68782750234e-11
-107.997798313,36.079455067,2.14783009471e-11
748.365415976,205.042809213,7188.47488745
